"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"182","tt0097810","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Mahabharata","Mini-Series","","","7.9","318","1989","drama, war","848","1989-09-28","http://www.imdb.com/title/tt0097810/"
"183","tt0494192","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Line of Beauty","Mini-Series","","","7.6","59","2006","drama","1355","2006-04-10","http://www.imdb.com/title/tt0494192/"
"184","tt0105937","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Queen","Mini-Series","John Erman","","7.7","282","1993","drama","994","1993-02-14","http://www.imdb.com/title/tt0105937/"
"185","tt0384013","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Crimson Petal and the White","Mini-Series","","","7.7","274","2011","drama, romance","2184","2011-04-06","http://www.imdb.com/title/tt0384013/"
"186","tt0111902","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Buccaneers","Mini-Series","Philip Saville","","7.2","212","1995","adventure, drama, romance","1587","1995-02-05","http://www.imdb.com/title/tt0111902/"
"187","tt0454753","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Thief","Mini-Series","","","7.6","45","2006","crime, drama, thriller","993","2006-03-28","http://www.imdb.com/title/tt0454753/"
"188","tt0112041","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Streets of Laredo","Mini-Series","","","7.4","300","1995","drama, western","1306","1995-11-12","http://www.imdb.com/title/tt0112041/"
"189","tt1349084","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Collision","Mini-Series","","","7.5","201","2009","drama, mystery","931","2009-10-11","http://www.imdb.com/title/tt1349084/"
"190","tt1100911","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Capture of the Green River Killer","Mini-Series","Norma Bailey","","7.4","89","2008","biography, crime, drama","714","2008-03-15","http://www.imdb.com/title/tt1100911/"
"191","tt0435995","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","To the Ends of the Earth","Mini-Series","","","7.4","267","2005","drama","1327","2005-07-06","http://www.imdb.com/title/tt0435995/"
"192","tt0204082","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Aristocrats","Mini-Series","David Caffrey","","7.5","300","1999","drama, history","967","1999-06-20","http://www.imdb.com/title/tt0204082/"
"193","tt1127205","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Diary of Anne Frank","Mini-Series","","","7.6","150","2009","biography, drama, war","2054","2009-01-05","http://www.imdb.com/title/tt1127205/"
"194","tt0115238","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Dead Man's Walk","Mini-Series","","","7.3","272","1996","western","1130","1996-05-12","http://www.imdb.com/title/tt0115238/"
"195","tt0838800","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Fallen","Mini-Series","","","7.3","","2007","adventure, fantasy","1070","2007-07-11","http://www.imdb.com/title/tt0838800/"
"196","tt0324865","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Kingpin","Mini-Series","","","7.7","60","2003","action, crime, drama, thriller","993","2003-02-02","http://www.imdb.com/title/tt0324865/"
"197","tt0106112","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Return to Lonesome Dove","Mini-Series","Mike Robe","","7.2","322","1993","drama, western","1564","1993-11-14","http://www.imdb.com/title/tt0106112/"
"198","tt0377186","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","He Knew He Was Right","Mini-Series","Tom Vaughan","","7.0","240","2004","drama","1268","2004-04-18","http://www.imdb.com/title/tt0377186/"
"199","tt0344487","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Traffic","Mini-Series","Eric Bross, Stephen Hopkins","","7.2","260","2004","crime, drama, thriller","792","2004-01-26","http://www.imdb.com/title/tt0344487/"
"200","tt0118381","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Last Don","Mini-Series","","","7.2","258","1997","crime, drama","2159","1997-05-11","http://www.imdb.com/title/tt0118381/"
"201","tt0481452","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Nightmares & Dreamscapes: From the Stories of Stephen King","Mini-Series","","","7.0","480","2006","drama, fantasy, horror, sci_fi, thriller","3711","2006-06-12","http://www.imdb.com/title/tt0481452/"
"202","tt0810726","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Starter Wife","Mini-Series","","","7.2","276","2007","comedy, drama, romance","1860","2007-05-31","http://www.imdb.com/title/tt0810726/"
"203","tt0966151","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","The Last Enemy","Mini-Series","","5","7.2","","2008","drama, romance, thriller","1819","2008-02-17","http://www.imdb.com/title/tt0966151/"
"204","tt0329476","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Out of Order","Mini-Series","Henry Bromell, Tim Hunter","","7.1","200","2003","drama, romance","615","2003-06-01","http://www.imdb.com/title/tt0329476/"
"205","tt0106175","Wed Apr 24 14:07:28 2013","Wed Apr 24 14:07:28 2013","","Wild Palms","Mini-Series","","","7.3","300","1993","drama, mystery, thriller, sci_fi","1635","1993-05-16","http://www.imdb.com/title/tt0106175/"
