"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"1","tt0112817","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Dead Man","Feature Film","Jim Jarmusch","6","7.7","121","1995","drama, fantasy, western","71350","1995-05-26","http://www.imdb.com/title/tt0112817/"
"2","tt1175709","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","All Good Things","Feature Film","Andrew Jarecki","","6.3","101","2010","crime, drama, mystery, romance, thriller","40697","2010-11-05","http://www.imdb.com/title/tt1175709/"
"3","tt0393109","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Brick","Feature Film","Rian Johnson","4","7.4","110","2005","action, crime, drama, mystery, thriller","84317","2005-01","http://www.imdb.com/title/tt0393109/"
"4","tt0054698","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Breakfast at Tiffany's","Feature Film","Blake Edwards","6","7.8","115","1961","comedy, drama, romance","121100","1961-10-05","http://www.imdb.com/title/tt0054698/"
"5","tt0249462","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Billy Elliot","Feature Film","Stephen Daldry","","7.7","110","2000","drama, music","97527","2000-05-19","http://www.imdb.com/title/tt0249462/"
"6","tt1462758","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Buried","Feature Film","Rodrigo Cortés","7","7.0","95","2010","drama, mystery, thriller","117412","2010-01-23","http://www.imdb.com/title/tt1462758/"
"7","tt0104036","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Crying Game","Feature Film","Neil Jordan","6","7.3","112","1992","crime, drama, romance, thriller","41004","1992-09-02","http://www.imdb.com/title/tt0104036/"
"8","tt0795351","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Case 39","Feature Film","Christian Alvart","6","6.2","109","2009","horror, mystery, thriller","59715","2009-08-13","http://www.imdb.com/title/tt0795351/"
"9","tt0109506","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Crow","Feature Film","Alex Proyas","6","7.6","102","1994","action, drama, fantasy","135402","1994-05-11","http://www.imdb.com/title/tt0109506/"
"10","tt0363163","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Downfall","Feature Film","Oliver Hirschbiegel","","8.3","156","2004","biography, drama, history, war","245495","2004-09-08","http://www.imdb.com/title/tt0363163/"
"11","tt0317303","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Daddy Day Care","Feature Film","Steve Carr","2","5.5","92","2003","comedy, family","48853","2003-05-04","http://www.imdb.com/title/tt0317303/"
"12","tt0134273","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","8MM","Feature Film","Joel Schumacher","5","6.5","123","1999","mystery, thriller","103958","1999-02-19","http://www.imdb.com/title/tt0134273/"
"13","tt0154506","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Following","Feature Film","Christopher Nolan","5","7.6","69","1998","crime, mystery, thriller","65020","1998-09-12","http://www.imdb.com/title/tt0154506/"
"14","tt0119217","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Good Will Hunting","Feature Film","Gus Van Sant","9","8.3","126","1997","drama","595347","1997-12-02","http://www.imdb.com/title/tt0119217/"
"15","tt0280707","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Gosford Park","Feature Film","Robert Altman","","7.3","131","2001","drama, mystery","64729","2001-11-07","http://www.imdb.com/title/tt0280707/"
"16","tt0097493","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Heathers","Feature Film","Michael Lehmann","7","7.3","103","1988","comedy, crime, drama","59086","1988-10","http://www.imdb.com/title/tt0097493/"
"17","tt1591095","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Insidious","Feature Film","James Wan","","6.8","103","2010","fantasy, horror, mystery, thriller","198214","2010-09-14","http://www.imdb.com/title/tt1591095/"
"18","tt1285309","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Joneses","Feature Film","Derrick Borte","","6.5","96","2009","comedy, drama","33208","2009-09-13","http://www.imdb.com/title/tt1285309/"
"19","tt0419887","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Kite Runner","Feature Film","Marc Forster","5","7.6","128","2007","drama","67716","2007-10-05","http://www.imdb.com/title/tt0419887/"
"20","tt1139797","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Let the Right One In","Feature Film","Tomas Alfredson","8","8.0","115","2008","drama, horror, romance","171728","2008-01-26","http://www.imdb.com/title/tt1139797/"
"21","tt0104691","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Last of the Mohicans","Feature Film","Michael Mann","9","7.8","112","1992","action, adventure, drama, romance, war","111862","1992-08-26","http://www.imdb.com/title/tt0104691/"
"22","tt0093389","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Last Emperor","Feature Film","Bernardo Bertolucci","6","7.8","163","1987","biography, drama, history","69538","1987-10-04","http://www.imdb.com/title/tt0093389/"
"23","tt1219289","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Limitless","Feature Film","Neil Burger","6","7.4","105","2011","mystery, sci_fi, thriller","413848","2011-03-08","http://www.imdb.com/title/tt1219289/"
"24","tt1126618","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Morning Glory","Feature Film","Roger Michell","","6.5","107","2010","comedy, drama, romance","58331","2010-11-10","http://www.imdb.com/title/tt1126618/"
"25","tt0212338","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Meet the Parents","Feature Film","Jay Roach","5","7.0","108","2000","comedy","258220","2000-10-06","http://www.imdb.com/title/tt0212338/"
"26","tt0243133","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Man Who Wasn't There","Feature Film","Joel Coen","","7.6","116","2001","crime, drama","85330","2001-05-13","http://www.imdb.com/title/tt0243133/"
"27","tt0209144","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Memento","Feature Film","Christopher Nolan","7","8.5","113","2000","mystery, thriller","834393","2000-09-05","http://www.imdb.com/title/tt0209144/"
"28","tt0318462","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Motorcycle Diaries","Feature Film","Walter Salles","","7.8","126","2004","adventure, biography, drama","82425","2004-01-15","http://www.imdb.com/title/tt0318462/"
"29","tt0978762","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Mary and Max","Feature Film","Adam Elliot","9","8.2","92","2009","animation, comedy, drama","117235","2009-01-15","http://www.imdb.com/title/tt0978762/"
"30","tt0437405","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Paper Man","Feature Film","Kieran Mulroney, Michele Mulroney","","6.7","110","2009","comedy, drama","15194","2009-06-15","http://www.imdb.com/title/tt0437405/"
"31","tt0084649","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Secret of NIMH","Feature Film","Don Bluth","","7.6","82","1982","animation, adventure, drama, family, fantasy, sci_fi","27136","1982-07-02","http://www.imdb.com/title/tt0084649/"
"32","tt0081633","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Time Bandits","Feature Film","Terry Gilliam","","7.0","116","1981","adventure, comedy, fantasy, sci_fi","45391","1981-07-10","http://www.imdb.com/title/tt0081633/"
"33","tt1403865","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","True Grit","Feature Film","Ethan Coen, Joel Coen","7","7.7","110","2010","adventure, drama, western","238460","2010-12-14","http://www.imdb.com/title/tt1403865/"
"34","tt0362225","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Tell No One","Feature Film","Guillaume Canet","","7.6","131","2006","crime, drama, mystery, thriller","37284","2006-11-01","http://www.imdb.com/title/tt0362225/"
"35","tt0120889","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","What Dreams May Come","Feature Film","Vincent Ward","6","7.0","113","1998","drama, fantasy, romance","82870","1998-09-28","http://www.imdb.com/title/tt0120889/"
"36","tt1235189","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Wild Target","Feature Film","Jonathan Lynn","","6.9","98","2010","action, comedy, crime","29727","2010-04-08","http://www.imdb.com/title/tt1235189/"
"37","tt0480025","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","This Is England","Feature Film","Shane Meadows","6","7.7","101","2006","crime, drama","98399","2006-09-12","http://www.imdb.com/title/tt0480025/"
"38","tt1235124","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Dorian Gray","Feature Film","Oliver Parker","","6.3","112","2009","drama, fantasy, thriller","50669","2009-09-09","http://www.imdb.com/title/tt1235124/"
"39","tt0935075","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Rabbit Hole","Feature Film","John Cameron Mitchell","","7.0","91","2010","drama","40341","2010-09-13","http://www.imdb.com/title/tt0935075/"
"40","tt0139809","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Thirteenth Floor","Feature Film","Josef Rusnak","7","7.0","100","1999","mystery, sci_fi, thriller","51368","1999-04-16","http://www.imdb.com/title/tt0139809/"
"41","tt0272338","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Punch-Drunk Love","Feature Film","Paul Thomas Anderson","4","7.3","95","2002","comedy, drama, romance, thriller","108666","2002-05-19","http://www.imdb.com/title/tt0272338/"
"42","tt1189340","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Lincoln Lawyer","Feature Film","Brad Furman","5","7.3","118","2011","crime, drama, thriller","172366","2011-03-10","http://www.imdb.com/title/tt1189340/"
"43","tt0181536","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Finding Forrester","Feature Film","Gus Van Sant","7","7.3","136","2000","drama","72611","2000-12-20","http://www.imdb.com/title/tt0181536/"
"44","tt1296898","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Waiting for Forever","Feature Film","James Keach","","6.1","95","2010","drama, romance","17828","2010-02-10","http://www.imdb.com/title/tt1296898/"
"45","tt1091722","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Adventureland","Feature Film","Greg Mottola","6","6.8","107","2009","comedy, drama, romance","129576","2009-01-19","http://www.imdb.com/title/tt1091722/"
"46","tt0118755","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Borrowers","Feature Film","Peter Hewitt","","5.8","89","1997","adventure, comedy, family, fantasy","16037","1997-12-05","http://www.imdb.com/title/tt0118755/"
"47","tt0412019","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Broken Flowers","Feature Film","Jim Jarmusch","","7.2","106","2005","comedy, drama, mystery, romance","80828","2005-05-17","http://www.imdb.com/title/tt0412019/"
"48","tt0142342","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Big Daddy","Feature Film","Dennis Dugan","4","6.4","93","1999","comedy, drama","160089","1999-06-17","http://www.imdb.com/title/tt0142342/"
"49","tt0379725","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Capote","Feature Film","Bennett Miller","","7.4","114","2005","biography, crime, drama","99544","2005-09-02","http://www.imdb.com/title/tt0379725/"
"50","tt0968264","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","The Conspirator","Feature Film","Robert Redford","4","7.0","122","2010","crime, drama, history","23507","2010-09-11","http://www.imdb.com/title/tt0968264/"
"51","tt0458339","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Captain America: The First Avenger","Feature Film","Joe Johnston","5","6.9","124","2011","action, adventure, sci_fi","499768","2011-07-19","http://www.imdb.com/title/tt0458339/"
"52","tt0795368","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Death at a Funeral","Feature Film","Frank Oz","","7.4","87","2007","comedy","88876","2007-03-02","http://www.imdb.com/title/tt0795368/"
"53","tt1270761","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Don't Be Afraid of the Dark","Feature Film","Troy Nixey","","5.6","99","2010","fantasy, horror, thriller","40476","2010-11-06","http://www.imdb.com/title/tt1270761/"
"54","tt0246578","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Donnie Darko","Feature Film","Richard Kelly","8","8.1","113","2001","drama, sci_fi, thriller","573442","2001-01-19","http://www.imdb.com/title/tt0246578/"
"55","tt0116191","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Emma","Feature Film","Douglas McGrath","","6.8","120","1996","comedy, drama, romance","27441","1996-06-07","http://www.imdb.com/title/tt0116191/"
"56","tt0780511","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Everybody's Fine","Feature Film","Kirk Jones","","7.2","99","2009","adventure, drama","49455","2009-11-03","http://www.imdb.com/title/tt0780511/"
"57","tt1587707","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Exit Through the Gift Shop","Documentary","Banksy","","8.0","87","2010","documentary, comedy","50277","2010-01-24","http://www.imdb.com/title/tt1587707/"
"58","tt0338013","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Eternal Sunshine of the Spotless Mind","Feature Film","Michel Gondry","7","8.3","108","2004","drama, romance, sci_fi","657095","2004-03-09","http://www.imdb.com/title/tt0338013/"
"59","tt1531663","Sat Mar 16 12:41:14 2013","Sat Mar 16 12:41:14 2013","","Everything Must Go","Feature Film","Dan Rush","6","6.4","97","2010","comedy, drama","39940","2010-09-10","http://www.imdb.com/title/tt1531663/"
"60","tt0133751","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Faculty","Feature Film","Robert Rodriguez","","6.4","104","1998","horror, mystery, sci_fi","91263","1998-11-12","http://www.imdb.com/title/tt0133751/"
"61","tt0095159","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","A Fish Called Wanda","Feature Film","Charles Crichton","8","7.6","108","1988","comedy, crime","107511","1988-07-07","http://www.imdb.com/title/tt0095159/"
"62","tt0104254","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","FernGully: The Last Rainforest","Feature Film","Bill Kroyer","4","6.5","76","1992","animation, adventure, family, fantasy, thriller","20505","1992-04-10","http://www.imdb.com/title/tt0104254/"
"63","tt0104348","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Glengarry Glen Ross","Feature Film","James Foley","6","7.8","100","1992","crime, drama, mystery","74851","1992-09-16","http://www.imdb.com/title/tt0104348/"
"64","tt1132620","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Girl with the Dragon Tattoo","Feature Film","Niels Arden Oplev","","7.8","152","2009","crime, drama, mystery, thriller","173421","2009-02-27","http://www.imdb.com/title/tt1132620/"
"65","tt0110005","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Heavenly Creatures","Feature Film","Peter Jackson","7","7.4","99","1994","biography, crime, drama, romance, thriller","49809","1994-09-02","http://www.imdb.com/title/tt0110005/"
"66","tt0113497","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Jumanji","Feature Film","Joe Johnston","4","6.9","104","1995","adventure, family, fantasy, thriller","203905","1995-12-15","http://www.imdb.com/title/tt0113497/"
"67","tt0245686","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Joe Dirt","Feature Film","Dennie Gordon","7","5.9","91","2001","adventure, comedy, drama","41221","2001-04-11","http://www.imdb.com/title/tt0245686/"
"68","tt0079417","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Kramer vs. Kramer","Feature Film","Robert Benton","5","7.8","105","1979","drama, romance","96661","1979-12-19","http://www.imdb.com/title/tt0079417/"
"69","tt1440161","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","A Little Bit of Heaven","Feature Film","Nicole Kassell","","6.3","106","2011","comedy, drama, fantasy, romance","22360","2011-02-04","http://www.imdb.com/title/tt1440161/"
"70","tt0292963","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Before the Devil Knows You're Dead","Feature Film","Sidney Lumet","7","7.3","117","2007","crime, drama, thriller","81394","2007-09-06","http://www.imdb.com/title/tt0292963/"
"71","tt1581835","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Daydream Nation","Feature Film","Michael Goldbach","","6.4","98","2010","drama, romance","10503","2010-09-10","http://www.imdb.com/title/tt1581835/"
"72","tt0119174","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Game","Feature Film","David Fincher","9","7.8","129","1997","drama, mystery, thriller","257630","1997-09-03","http://www.imdb.com/title/tt0119174/"
"73","tt0139134","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Cruel Intentions","Feature Film","Roger Kumble","7","6.9","97","1999","drama, romance","147924","1999-03-05","http://www.imdb.com/title/tt0139134/"
"74","tt0104694","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","A League of Their Own","Feature Film","Penny Marshall","5","7.2","128","1992","comedy, drama, sport","70853","1992-07-01","http://www.imdb.com/title/tt0104694/"
"75","tt0335266","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Lost in Translation","Feature Film","Sofia Coppola","2","7.8","101","2003","drama, romance","318232","2003-08-29","http://www.imdb.com/title/tt0335266/"
"76","tt0110322","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Legends of the Fall","Feature Film","Edward Zwick","10","7.5","133","1994","drama, romance, war, western","111025","1994-12-23","http://www.imdb.com/title/tt0110322/"
"77","tt1470827","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Monsters","Feature Film","Gareth Edwards","4","6.4","94","2010","drama, sci_fi","75054","2010-03-13","http://www.imdb.com/title/tt1470827/"
"78","tt0280590","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Mr. Deeds","Feature Film","Steven Brill","5","5.8","96","2002","comedy, romance","109291","2002-06-28","http://www.imdb.com/title/tt0280590/"
"79","tt0213847","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Malèna","Feature Film","Giuseppe Tornatore","","7.5","109","2000","drama, romance, war","65081","2000-10-27","http://www.imdb.com/title/tt0213847/"
"80","tt0117008","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Matilda","Feature Film","Danny DeVito","","6.8","98","1996","comedy, family, fantasy","86279","1996-07-28","http://www.imdb.com/title/tt0117008/"
"81","tt0074860","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Marathon Man","Feature Film","John Schlesinger","6","7.5","125","1976","crime, thriller","44132","1976-10-06","http://www.imdb.com/title/tt0074860/"
"82","tt0119643","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Meet Joe Black","Feature Film","Martin Brest","8","7.1","178","1998","drama, fantasy, romance","167514","1998-11-02","http://www.imdb.com/title/tt0119643/"
"83","tt0064665","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Midnight Cowboy","Feature Film","John Schlesinger","","7.9","113","1969","drama","75815","1969-05-25","http://www.imdb.com/title/tt0064665/"
"84","tt0119738","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","My Best Friend's Wedding","Feature Film","P.J. Hogan","","6.3","105","1997","comedy, romance","97133","1997-06-20","http://www.imdb.com/title/tt0119738/"
"85","tt1458175","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Next Three Days","Feature Film","Paul Haggis","5","7.4","133","2010","crime, drama, romance, thriller","145004","2010-11-09","http://www.imdb.com/title/tt1458175/"
"86","tt0335345","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Passion of the Christ","Feature Film","Mel Gibson","7","7.1","127","2004","drama","178256","2004-02-25","http://www.imdb.com/title/tt0335345/"
"87","tt1192628","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Rango","Feature Film","Gore Verbinski","7","7.2","107","2011","animation, adventure, comedy, family, western","180875","2011-02-14","http://www.imdb.com/title/tt1192628/"
"88","tt0376136","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Rum Diary","Feature Film","Bruce Robinson","5","6.2","120","2011","comedy, drama","86170","2011-10-13","http://www.imdb.com/title/tt0376136/"
"89","tt0093822","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Raising Arizona","Feature Film","Joel Coen","","7.4","94","1987","comedy, crime, drama, romance","99547","1987-03-06","http://www.imdb.com/title/tt0093822/"
"90","tt1612774","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Rubber","Feature Film","Quentin Dupieux","","5.8","82","2010","comedy, fantasy, horror","25733","2010-05-15","http://www.imdb.com/title/tt1612774/"
"91","tt1650062","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Super 8","Feature Film","J.J. Abrams","5","7.1","112","2011","action, mystery, sci_fi, thriller","284520","2011-06-09","http://www.imdb.com/title/tt1650062/"
"92","tt0397101","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Skeleton Key","Feature Film","Iain Softley","5","6.5","104","2005","horror, mystery, thriller","86508","2005-07-29","http://www.imdb.com/title/tt0397101/"
"93","tt0098384","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Steel Magnolias","Feature Film","Herbert Ross","","7.2","117","1989","comedy, drama, romance","34242","1989-11-05","http://www.imdb.com/title/tt0098384/"
"94","tt0108160","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Sleepless in Seattle","Feature Film","Nora Ephron","5","6.8","105","1993","comedy, drama, romance","121175","1993-06-25","http://www.imdb.com/title/tt0108160/"
"95","tt0117666","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Sling Blade","Feature Film","Billy Bob Thornton","8","8.0","135","1996","drama","71782","1996-08-30","http://www.imdb.com/title/tt0117666/"
"96","tt0122718","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Small Soldiers","Feature Film","Joe Dante","","6.1","108","1998","action, adventure, comedy, family, sci_fi","76748","1998-07-10","http://www.imdb.com/title/tt0122718/"
"97","tt0164912","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Stuart Little","Feature Film","Rob Minkoff","","5.9","84","1999","adventure, comedy, family, fantasy","92837","1999-12-05","http://www.imdb.com/title/tt0164912/"
"98","tt0160862","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","She's All That","Feature Film","Robert Iscove","","5.8","95","1999","comedy, romance","66433","1999-01-29","http://www.imdb.com/title/tt0160862/"
"99","tt0117951","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Trainspotting","Feature Film","Danny Boyle","7","8.2","94","1996","drama","463417","1996-02-23","http://www.imdb.com/title/tt0117951/"
"100","tt0800369","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Thor","Feature Film","Kenneth Branagh","8","7.0","115","2011","action, adventure, fantasy","528396","2011-04-21","http://www.imdb.com/title/tt0800369/"
"101","tt0365376","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","A Tale of Two Sisters","Feature Film","Kim Jee-woon","","7.3","115","2003","drama, horror, mystery, thriller","42228","2003-06-13","http://www.imdb.com/title/tt0365376/"
"102","tt0420238","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Tale of Despereaux","Feature Film","Sam Fell, Robert Stevenhagen","","6.1","93","2008","adventure, animation, comedy, family, fantasy","30998","2008-12-17","http://www.imdb.com/title/tt0420238/"
"103","tt0108550","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","What's Eating Gilbert Grape","Feature Film","Lasse Hallström","6","7.8","118","1993","drama, romance","170054","1993-10-01","http://www.imdb.com/title/tt0108550/"
"104","tt1602098","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Albert Nobbs","Feature Film","Rodrigo García","","6.6","113","2011","drama","19445","2011-09-02","http://www.imdb.com/title/tt1602098/"
"105","tt0093010","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Fatal Attraction","Feature Film","Adrian Lyne","7","6.9","119","1987","drama, thriller","54365","1987-09-11","http://www.imdb.com/title/tt0093010/"
"106","tt0460791","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Fall","Feature Film","Tarsem","7","7.9","117","2006","adventure, comedy, drama, fantasy","87922","2006-09-09","http://www.imdb.com/title/tt0460791/"
"107","tt1028532","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Hachi: A Dog's Tale","Feature Film","Lasse Hallström","7","8.1","93","2009","drama, family","151230","2009-06-13","http://www.imdb.com/title/tt1028532/"
"108","tt1063669","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Wave","Feature Film","Dennis Gansel","","7.6","107","2008","drama, thriller","79526","2008-01-18","http://www.imdb.com/title/tt1063669/"
"109","tt2040560","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Pact","Feature Film","Nicholas McCarthy","","5.8","89","2012","horror, mystery, thriller","19237","2012-01-20","http://www.imdb.com/title/tt2040560/"
"110","tt1349451","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Butter","Feature Film","Jim Field Smith","","6.2","90","2011","comedy","16663","2011-09-04","http://www.imdb.com/title/tt1349451/"
"111","tt0266308","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","Battle Royale","Feature Film","Kinji Fukasaku","","7.7","114","2000","drama, sci_fi, thriller","137367","2000-12-16","http://www.imdb.com/title/tt0266308/"
"112","tt0253474","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Pianist","Feature Film","Roman Polanski","8","8.5","150","2002","biography, drama, war","490358","2002-05-24","http://www.imdb.com/title/tt0253474/"
"113","tt1486192","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","The Raven","Feature Film","James McTeigue","","6.4","110","2012","crime, mystery, thriller","72294","2012-03-09","http://www.imdb.com/title/tt1486192/"
"114","tt1226774","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","In the Loop","Feature Film","Armando Iannucci","","7.5","106","2009","comedy","43735","2009-01-22","http://www.imdb.com/title/tt1226774/"
"115","tt0056801","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","8½","Feature Film","Federico Fellini","","8.1","138","1963","drama, fantasy","77525","1963-02-14","http://www.imdb.com/title/tt0056801/"
"116","tt0115433","Sat Mar 16 12:41:15 2013","Sat Mar 16 12:41:15 2013","","101 Dalmatians","Feature Film","Stephen Herek","","5.6","103","1996","adventure, comedy, family","73029","1996-11-18","http://www.imdb.com/title/tt0115433/"
